filename,ru_title,ru_author,gpt_description,eng_title,eng_author
./data/641543579.jpg,Стрекоза ,Илья Ефимович Репин,a painting of a young girl sitting on a fence,Shooter,Ilya Efimovich Repin
./data/399569702.jpg,Натурщица,Илья Ефимович Репин,a painting of a woman with a cat,She's a model.,Ilya Efimovich Repin
./data/425442504.jpg,Обнажённая натурщица ,Илья Ефимович Репин,a painting of a woman in a black dress,You're a naked model.,Ilya Efimovich Repin
./data/630145263.jpg,Летний пейзаж ,Илья Ефимович Репин,a painting of a woman walking across a bridge,Summer landscape,Ilya Efimovich Repin
./data/471008300.jpg,Запорожцы пишут письмо турецкому султану,Илья Ефимович Репин,a painting of a group of people in a crowd,A letter is written to the Turkish sultan.,Ilya Efimovich Repin
./data/283773803.jpg,На меже. В.А.Репина с детьми идёт по меже,Илья Ефимович Репин,a painting of two children in a field,"In between, V.A. Repina and the kids are going in between.",Ilya Efimovich Repin
./data/549588012.jpg,Царевна Софья Алексеевна через год после заключения ее в Новодевичьем монастырево время казни стрельцов и пытки всей ее прислуги в году,Илья Ефимович Репин,a painting of a woman in a white dress,"Sophia Alexeevna, a year after her imprisonment at the Novodevich monastery, the time of execution of the shooters and the torture of all her servants in the year",Ilya Efimovich Repin
./data/509927368.jpg,Николай Мирликийский избавляет от смерти трёх невинно осуждённых,Илья Ефимович Репин,a painting of a man being a sword to another man,Nikolai Mirlika saves the death of three innocent convicts.,Ilya Efimovich Repin
./data/831222534.jpg,Пахарь. Л. Н. Толстой на пашне,Илья Ефимович Репин,a painting of two men pling a field,Pahar. L. N. Tolstoy on the field,Ilya Efimovich Repin
./data/93888.jpg,Дуэль,Илья Ефимович Репин,a painting of people in the snow,Duel,Ilya Efimovich Repin
./data/368093872.jpg,Портрет композитора Модеста Петровича Мусоргского ,Илья Ефимович Репин,a painting of a man with a beard and a red scarf,A portrait of the composer Modest Petrovich of Musorg,Ilya Efimovich Repin
./data/323434448.jpg,Портрет писателя Л.Н.Толстого,Илья Ефимович Репин,an old man with a long beard sitting in a chair,Portrait of author L.N. Fatty,Ilya Efimovich Repin
./data/833474731.jpg,Какой простор!,Илья Ефимович Репин,two women walking on the beach by gustave le - jean,What a spacious space!,Ilya Efimovich Repin
./data/285092163.jpg,Крёстный ход в Курской губернии,Илья Ефимович Репин,a painting of people walking down a dirt road,It's a godfather's move in the Kursk Obernia.,Ilya Efimovich Repin
./data/982312011.jpg,Отдых. Портрет В.А.Репинойжены художника,Илья Ефимович Репин,a woman in a red dress sitting on a chair,"Rest, portrait by V.A. Repinomen of the artist",Ilya Efimovich Repin
./data/469168090.jpg,Тайная вечеря,Илья Ефимович Репин,a painting of people sitting around a table,Hidden night.,Ilya Efimovich Repin
./data/730450439.jpg,Самосожжение Гоголя,Илья Ефимович Репин,a painting of a woman sitting in a chair,Gogol &apos; s self-immolation,Ilya Efimovich Repin
./data/493365478.jpg,Луная ночь. Здравнево,Илья Ефимович Репин,a painting of a woman standing on the beach,It's the night of the moon.,Ilya Efimovich Repin
./data/8879.jpg,На солнце. Портрет Н.И.Репинойдочери художника,Илья Ефимович Репин,a painting of a woman holding an umbrella,"In the sun, the portrait of the artist's N.I. Repine Daughters.",Ilya Efimovich Repin
./data/728445434.jpg,Автопортрет,Илья Ефимович Репин,a painting of a man with a beard,Autoportrait,Ilya Efimovich Repin
./data/121643066.jpg,Торжественное заседание Государственного Совета 7 мая 1901 года в честь столетнего юбилея со дня его учреждения,Илья Ефимович Репин,the painting depicts the signing of the constitution constitution,Inaugural meeting of the Council of State on 7 May 1901 to commemorate the centennial anniversary of its establishment,Ilya Efimovich Repin
./data/244717407.jpg,Садко,Илья Ефимович Репин,a painting of a mermaid and a man in the water,Sadko.,Ilya Efimovich Repin
./data/901589965.jpg,Дуэль Онегина и Ленского,Илья Ефимович Репин,a painting of a man in a black coat and hat standing in the snow,Duel of Onegina and Lensky,Ilya Efimovich Repin
./data/199975585.jpg,Не ждали,Илья Ефимович Репин,a painting of a woman in a room,Didn't expect it.,Ilya Efimovich Repin
./data/348236083.jpg,Осенний букет. Портрет Веры Ильиничны Репинойдочери художника,Илья Ефимович Репин,a painting of a woman in a field,Autumn bouquet.,Ilya Efimovich Repin
./data/598229980.jpg,А. С. Пушкин на акте в Лицее 8 января 1815 года читает свою поэму Воспоминания в Царском селе,Илья Ефимович Репин,a painting of a crowd of people in a room,"A. S. Pushkin, at an act in Lycea on 8 January 1815, reads his poem of Memories in the Qarsk village.",Ilya Efimovich Repin
./data/797439575.jpg,Манифестация. 17 октября 1905 года,Илья Ефимович Репин,a painting of a crowd of people,Manifestation. 17 October 1905,Ilya Efimovich Repin
./data/345269775.jpg,Запорожцы пишут письмо турецкому султану,Илья Ефимович Репин,a painting of a group of men in a crowd,A letter is written to the Turkish sultan.,Ilya Efimovich Repin
./data/266580200.jpg,Вечорници,Илья Ефимович Репин,a painting of a woman dancing in a room,Episodes and Episodes,Ilya Efimovich Repin
./data/752615356.jpg,Барышни среди стада коров,Илья Ефимович Репин,a painting of a woman and two children walking through a field with cows,Ladies among the herd of cows,Ilya Efimovich Repin
./data/117495727.jpg,Портрет графини Н. П. Головиной,Илья Ефимович Репин,a painting of a woman in pink dress,Portrait of Countess N. P. Golovina,Ilya Efimovich Repin
./data/600289916.jpg,Бурлакиидущие вброд,Илья Ефимович Репин,a painting of people walking on the beach,Burlace-infested ferrets,Ilya Efimovich Repin
./data/746023559.jpg,Портрет писателя Ивана Сергеевича Тургенева ,Илья Ефимович Репин,a painting of an older man in a black suit,Portrait of writer Ivan Sergeyevich Turgenev,Ilya Efimovich Repin
./data/214834594.jpg,Арест пропагандиста,Илья Ефимович Репин,a painting of people in a room with a man standing next to them,Arrest of the proprietor,Ilya Efimovich Repin
./data/470733642.jpg,Яблоки и листья,Илья Ефимович Репин,apples and leaves on a table,Apples and leaves,Ilya Efimovich Repin
./data/557608032.jpg,Портрет Леонида Андреева,Илья Ефимович Репин,a painting of a man sitting on a couch,Portrait of Leonid Andreev,Ilya Efimovich Repin
./data/823312377.jpg,Портрет Николая II,Илья Ефимович Репин,a painting of a man in uniform standing in front of a table,Photo of Nikolai II,Ilya Efimovich Repin
./data/537777709.jpg,Лучший друг человека ,Илья Ефимович Репин,a painting of a dog on the beach,A man's best friend.,Ilya Efimovich Repin
./data/479412841.jpg,Давид и Голиаф,Илья Ефимович Репин,a painting of a man in armor holding a sword,David and goliath,Ilya Efimovich Repin
./data/873245239.jpg,Михаил Глинка в период сочинения оперы «Руслан и Людмила»,Илья Ефимович Репин,a painting of a man reading a book,"Michael Glinka at the time of writing the opera ""Ruslan and Ludmila""",Ilya Efimovich Repin
./data/575598144.jpg,Берег реки,Илья Ефимович Репин,a painting of a river with trees and a house,Riverside,Ilya Efimovich Repin
./data/575.jpg,Лев Толстой с женой в Ясной Поляне,Илья Ефимович Репин,two men at a table with flowers and books,Lev Tolstoy and his wife in Clear Paul,Ilya Efimovich Repin
./data/983438110.jpg,Выбор царской невесты,Илья Ефимович Репин,a painting of people in a church,Choice of the royal bride,Ilya Efimovich Repin
./data/434286499.jpg,Сходка ,Илья Ефимович Репин,a painting of people sitting around a table,Meeting,Ilya Efimovich Repin
./data/730889892.jpg,Портрет Алеши Репина ,Илья Ефимович Репин,a painting of a man sitting at a table,Portrait of Aleshi Repina,Ilya Efimovich Repin
./data/817324829.jpg,Отказ от исповеди ,Илья Ефимович Репин,two men in a room by gustave lero,Refusal to confess,Ilya Efimovich Repin
./data/985772705.jpg,Приём волостных старшин Александром III во дворе Петровского дворца в Москве,Илья Ефимович Репин,a painting of a crowd of people in a town,Reception of Sr. Alexander III in the court of Petrovsky Palace in Moscow,Ilya Efimovich Repin
./data/819769287.jpg,Аллея в парке. Качановка,Илья Ефимович Репин,a painting of a path through a forest,Alley's in the park.,Ilya Efimovich Repin
./data/797741699.jpg,Букет цветов,Илья Ефимович Репин,a painting of flowers in a vase on a table,Flower bouquet,Ilya Efimovich Repin
./data/476144409.jpg,На солнце. Портрет Н. И. Репиной,Илья Ефимович Репин,a woman with an umbrella and a dog,"In the sun, there's a portrait of N. I. Repina.",Ilya Efimovich Repin
./data/817681884.jpg,Портрет баронессы В.И.Икскуль фон Гильденбандт,Илья Ефимович Репин,a painting of a woman in a red top and black skirt,Portrait of Baroness V. I. Ixkul von Guildenbandt,Ilya Efimovich Repin
./data/917300415.jpg,Портрет Н. И. Репиной,Илья Ефимович Репин,a painting of a woman sitting in a chair,Portrait by N. I. Repina,Ilya Efimovich Repin
./data/183743286.jpg,Воскрешение дочери Иаира 1,Илья Ефимович Репин,a painting of a woman in a dark room,The Resurrection of Jair's Daughter 1,Ilya Efimovich Repin
./data/770275878.jpg,Лошадь для сбора камней в Вёле,Илья Ефимович Репин,a painting of a horse on the beach,Horse to collect stones in Völ.,Ilya Efimovich Repin
./data/942102050.jpg,Портрет Павла Третьякова,Илья Ефимович Репин,a painting of a man in a room,Pavel Thirdow's portrait,Ilya Efimovich Repin
./data/851107788.jpg,Блондинка ,Илья Ефимович Репин,a painting of a woman sitting on a couch,Blonde.,Ilya Efimovich Repin
./data/492321777.jpg,Гопак,Илья Ефимович Репин,a painting of a group of people playing in the grass,Gopak,Ilya Efimovich Repin
./data/479248046.jpg,Мужичок из робких,Илья Ефимович Репин,a painting of a man with a beard,The shy man.,Ilya Efimovich Repin
./data/324038696.jpg,На дерновой скамье. Красное село,Илья Ефимович Репин,a painting of people in a field,"On the bottom bench, the red village.",Ilya Efimovich Repin
./data/950836181.jpg,Николай Мирликийский избавляет от смертной казни трёх невинно осужденных,Илья Ефимович Репин,a painting of a man being a sword to another man,Nikolai Mirlika removes three innocent convicts from the death penalty,Ilya Efimovich Repin
./data/605.jpg,Парижское кафе,Илья Ефимович Репин,a painting of people sitting at tables in a restaurant,Paris Café,Ilya Efimovich Repin
./data/659698486.jpg,Лев Николаевич Толстойбосой,Илья Ефимович Репин,a painting of a man in a white shirt and black pants,Lev Nikolaevich Tolstobosoy,Ilya Efimovich Repin
./data/700924682.jpg,Негритянка,Илья Ефимович Репин,a painting of a woman sitting on a red carpet,A black girl.,Ilya Efimovich Repin
./data/677084350.jpg,Нищая . Вёль,Илья Ефимович Репин,a painting of a young girl in a field,"The poor, the wolf.",Ilya Efimovich Repin
./data/608200073.jpg,Портрет артистки Беллы Горской,Илья Ефимович Репин,a painting of a woman in a hat,Portrait of artist Bella Goresky,Ilya Efimovich Repin
./data/326181030.jpg,Портрет композитора Александра Константиновича Глазунова ,Илья Ефимович Репин,a painting of a man in a black coat,A portrait of composer Alexander Konstantinovich Glazunov,Ilya Efimovich Repin
./data/391577148.jpg,Казаки на Черном море,Илья Ефимович Репин,a painting of a boat in the ocean,Kazaki on the Black Sea,Ilya Efimovich Repin
./data/925512695.jpg,Отыди от меняСатана,Илья Ефимович Репин,a painting of a woman in a black dress,"Get away from me, Satan.",Ilya Efimovich Repin
./data/171.jpg,Бродяги ,Илья Ефимович Репин,a painting of two people sitting on a wall,Bummers.,Ilya Efimovich Repin
./data/135238647.jpg,Украинская хата,Илья Ефимович Репин,a painting of a thatched house,Ukrainian Hata,Ilya Efimovich Repin
./data/714492797.jpg,Иди за мнойСатано ,Илья Ефимович Репин,a painting of a man standing on a hill,"Follow me, Satano.",Ilya Efimovich Repin
./data/779779052.jpg,Портрет актерадраматурга и режиссера В. Д. Ратова ,Илья Ефимович Репин,a painting of a man in a pink shirt,Portrait of the actor and director V. D. Ratov,Ilya Efimovich Repin
./data/279434204.jpg,Портрет матери художника Т. С. Репиной,Илья Ефимович Репин,a painting of a woman in a blue shirt,"A portrait of the artist's mother, T. S. Repina.",Ilya Efimovich Repin
./data/672470092.jpg,Абрамцево,Илья Ефимович Репин,a painting of a garden with a woman walking,Abrahamtsevo,Ilya Efimovich Repin
./data/797576904.jpg,Белорус,Илья Ефимович Репин,a painting of a man with a cane,Byelorussus,Ilya Efimovich Repin
./data/367407226.jpg,Проводы новобранца,Илья Ефимович Репин,a painting of people in a village,New recruits &apos; wires,Ilya Efimovich Repin
./data/109503173.jpg,Студент-нигилист,Илья Ефимович Репин,a painting of a man in a black coat,Nighilist student,Ilya Efimovich Repin
./data/876046752.jpg,Хирург Е. В. Павлов в операционном зале,Илья Ефимович Репин,a painting of a group of nurses in a hospital,Surgeon E. V. Pavlov in the operating room,Ilya Efimovich Repin
./data/327.jpg,Дочь художникаТатьяна и её семья в интерьере,Илья Ефимович Репин,a painting of a woman in a red dress,The daughter of artist Tatiana and her family in the interior.,Ilya Efimovich Repin
./data/975610351.jpg,Портрет композитора и ученого- химика Александра Порфирьевича Бородина,Илья Ефимович Репин,a painting of a man standing in front of a column,Portrait of the composer and chemist Alexander Porfijevic Borodin,Ilya Efimovich Repin
./data/698452758.jpg,Поэт Афанасий Фет ,Илья Ефимович Репин,a painting of a man with a beard,Poet Afanasius Feth,Ilya Efimovich Repin
./data/606881713.jpg,Вид села Варварина,Илья Ефимович Репин,a painting of a river with a church in the background,View of the village of Varvarina,Ilya Efimovich Repin
./data/971820068.jpg,Плач пророка Иеремии на развалинах Иерусалима,Илья Ефимович Репин,a painting of a man in a ruined building,The Prophet Jeremiah's Cry on Jerusalem's Descendants,Ilya Efimovich Repin
./data/922930908.jpg,Христос с чашей,Илья Ефимович Репин,a painting of jesus holding a chal,Christ With a Cup,Ilya Efimovich Repin
./data/611.jpg,Эскиз казака из Запорожья ,Илья Ефимович Репин,a drawing of a man with a beard,A sketch of a Cossack from Zaporozhya.,Ilya Efimovich Repin
./data/295941162.jpg,Итальянка,Илья Ефимович Репин,a painting of a woman in a white dress,Italian,Ilya Efimovich Repin
./data/554641723.jpg,Портрет пианистки С. И. Ментер,Илья Ефимович Репин,a painting of a woman sitting at a piano,S. I. Menter Pianist portrait,Ilya Efimovich Repin
./data/916476440.jpg,В осаждённой Москве в 1812 году,Илья Ефимович Репин,a painting of people walking on a street,In the besieged Moscow in 1812,Ilya Efimovich Repin
./data/685626220.jpg,Мальвы,Илья Ефимович Репин,a painting of a woman in a garden,The Malwa are a member of the Board of Directors of the United Nations Development Programme (UNDP) and the United Nations Development Programme (UNDP) and the United Nations Development Programme (UNDP) and the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) and the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) and the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) and the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF) as well as the United Nations Children's Fund (UNICEF).,Ilya Efimovich Repin
./data/460214233.jpg,Венчание Николая II и великой княжны Александры Фёдоровны,Илья Ефимович Репин,a painting of a wedding ceremony in a large room,The wedding of Nikolai II and Grand Princess Alexandra Fyodorovna,Ilya Efimovich Repin
./data/990002441.jpg,Если всето не я,Илья Ефимович Репин,a painting of people sitting around a table,If it's not me.,Ilya Efimovich Repin
./data/519924926.jpg,Пикник,Илья Ефимович Репин,a painting of people sitting at a table in the grass,Picnic,Ilya Efimovich Repin
./data/263284301.jpg,Портрет невропатолога и психиатра В. М. Бехтерева,Илья Ефимович Репин,a painting of a man sitting in a chair,Portrait of the neurologist and psychiatrist V. M. Behterev,Ilya Efimovich Repin
./data/997665405.jpg,Прием волостных старшин императором Александром III во дворе Петровского дворца в Москве,Илья Ефимович Репин,a painting of a crowd of people,Reception of the Style Chiefs by Emperor Alexander III at the Court of Petrov Palace in Moscow,Ilya Efimovich Repin
./data/727648925.jpg,Читающая девушка,Илья Ефимович Репин,a painting of a woman reading a book,Reading Girl,Ilya Efimovich Repin
./data/443954467.jpg,Иди за мноюCатано,Илья Ефимович Репин,a painting of two women standing on a hill,Follow me.,Ilya Efimovich Repin
./data/770578002.jpg,По следу,Илья Ефимович Репин,a painting of a man on a horse in a field,On the trail.,Ilya Efimovich Repin
./data/193823242.jpg,Портрет жительницы Чугуева С. Л. Любицкой,Илья Ефимович Репин,a painting of a woman in a black dress,Portrait of the resident of Chugueva S. L. Ljubitzka,Ilya Efimovich Repin
./data/635693359.jpg,Портрет пианистки М. К. Бенуа,Илья Ефимович Репин,a painting of a woman playing the piano,Portrait of pianist M. C. Benoit,Ilya Efimovich Repin
./data/382238769.jpg,Портрет С.Ю.Виттеминистра финансоввпоследствии председателя Кабинета министров,Илья Ефимович Репин,a painting of a man in a red jacket,"Portrait by S.Y. Witte Minister of Finance, subsequently by the Chairman of the Cabinet of Ministers",Ilya Efimovich Repin
./data/765524291.jpg,Летний пейзаж в Курской губернии,Илья Ефимович Репин,a painting of a man walking down a dirt road,Summer scenery in Kursk Obernia,Ilya Efimovich Repin
./data/579498291.jpg,Портрет Надежды Борисовны Нордман- Северовой,Илья Ефимович Репин,a painting of a woman in a red hat,Portrait of the Hope of Borisovna Nordman-Northova,Ilya Efimovich Repin
./data/719766235.jpg,Приезд царей Иоанна и Петра Алексеевичей на Семеновский потешный двор в сопровождении свиты,Илья Ефимович Репин,a painting of people walking down a street,"The arrival of the kings John and Peter Alexeevichi in the Semenian Court, accompanied by a whistling",Ilya Efimovich Repin
./data/803234863.jpg,Виктор Михайлович Васнецов,Илья Ефимович Репин,a painting of a man in a black coat,Victor Michailovich Vasnetsov,Ilya Efimovich Repin
./data/882391357.jpg,Голгофа ,Илья Ефимович Репин,the battle of the nations,Golgoff.,Ilya Efimovich Repin
./data/421322631.jpg,Портрет императора Николая II на крыльце,Илья Ефимович Репин,a painting of a man in uniform standing on a porch,The portrait of Emperor Nikolai II on the porch,Ilya Efimovich Repin
./data/959735107.jpg,Портрет композитора Н. А. Римского-Корсакова,Илья Ефимович Репин,a painting of a man sitting on a couch,Portrait of composer N. A. Rome-Korsakov,Ilya Efimovich Repin
./data/266690063.jpg,Портрет художника Ивана Павловича Похитонова,Илья Ефимович Репин,a painting of a man with a beard,A portrait of painter Ivan Pavlovich Pohitonov,Ilya Efimovich Repin
./data/902.jpg,Лев Толстой за работой,Илья Ефимович Репин,a painting of a man sitting at a table,Lev Tolstoy on the job.,Ilya Efimovich Repin
./data/277731323.jpg,Автопортрет,Илья Ефимович Репин,a painting of a man sitting at a table,Autoportrait,Ilya Efimovich Repin
./data/216345214.jpg,Иуда,Илья Ефимович Репин,a painting of a man with a beard,Judah,Ilya Efimovich Repin
./data/901974487.jpg,Портрет княгини М. К. Тенишевой,Илья Ефимович Репин,a painting of a woman in a blue dress,Portrait of Princess M. K. Shanisheva,Ilya Efimovich Repin
./data/111068725.jpg,Портрет М. Ф. Андреевой,Илья Ефимович Репин,a woman in a black dress sitting on a red chair,Portrait by M. F. Andreeva,Ilya Efimovich Repin
./data/791369628.jpg,Портрет В.Д.Поленова ,Илья Ефимович Репин,a painting of a man with a beard,Portrait of V. D. Polenov,Ilya Efimovich Repin
./data/678814697.jpg,Протодиакон,Илья Ефимович Репин,an old man with a cane and a cane,Protodiacon,Ilya Efimovich Repin
./data/186462402.jpg,Садко в подводном царстве,Илья Ефимович Репин,a painting of a man sitting on a chair,Sadko in the Underwater Kingdom,Ilya Efimovich Repin
./data/410968017.jpg,Иди за мнойСатано,Илья Ефимович Репин,a painting of a woman standing on a hill,"Follow me, Satano.",Ilya Efimovich Repin
./data/160260009.jpg,Иов и его друзья,Илья Ефимович Репин,a painting of a woman and two men in a mountainous landscape,Job and his friends,Ilya Efimovich Repin
./data/667691040.jpg,Пейзаж под Чугуевом,Илья Ефимович Репин,a painting of a green field with trees,The landscape under Chuguev,Ilya Efimovich Repin
./data/763107299.jpg,Портрет актрисы Любови Николаевны Сазоновой- Шуваловой,Илья Ефимович Репин,a painting of a woman sitting on a chair,Portrait of actress Lovy Nikolaevna Sazonova-Shuvalova,Ilya Efimovich Repin
./data/646762084.jpg,Портрет Д. И. Менделеева в мантии профессора Эдинбургского университета,Илья Ефимович Репин,a painting of a man with a beard and a book,Portrait by D. I. Mendeleev in the robe of Professor Edinburgh University,Ilya Efimovich Repin
./data/807656860.jpg,Портрет пианистадирижера и композитора А.Г.Рубинштейна ,Илья Ефимович Репин,a painting of a man in a black suit,Portrait of the pianistadiriger and composer A. G. Rubinstein,Ilya Efimovich Repin
./data/556536865.jpg,Портрет Яницкой,Илья Ефимович Репин,a painting of a woman in blue dress,A portrait of Janica.,Ilya Efimovich Repin
./data/998406982.jpg,Продавец новостей в Париже,Илья Ефимович Репин,a painting of people gathered around a table,News dealer in Paris,Ilya Efimovich Repin
./data/93149.jpg,Встреча Данте и Беатриче,Илья Ефимович Репин,a painting of a woman walking down a street,Meeting of Dante and Beatrice,Ilya Efimovich Repin
./data/236560058.jpg,В. А. Репина,Илья Ефимович Репин,a painting of a woman in a black coat,B. A. Repina,Ilya Efimovich Repin
./data/283389282.jpg,Горбун,Илья Ефимович Репин,a painting of a woman sitting on a bench,Gorbun,Ilya Efimovich Repin
./data/154519653.jpg,Лев Николаевич Толстой на отдыхе в лесу,Илья Ефимович Репин,a painting of a woman reading in the woods,Lev Nikolaevich Tolstoy on vacation in the woods,Ilya Efimovich Repin
./data/323379516.jpg,Портрет военного инженера А.И.Дельвига,Илья Ефимович Репин,a painting of a man in a black coat and red tie,Portrait of Military Engineer A.I. Delvig,Ilya Efimovich Repin
./data/677221679.jpg,Портрет отца художника Е. В. Репина,Илья Ефимович Репин,a painting of a man with a beard and a book,A portrait of the father of the artist E. V. Repin,Ilya Efimovich Repin
./data/667.jpg,МужчинавозможноИван Георгиевич Дроздов ,Илья Ефимович Репин,a painting of a man in a suit and tie,The man may be Ivan Georgjevic Drozdov.,Ilya Efimovich Repin
./data/318298339.jpg,Арест пропагандиста,Илья Ефимович Репин,a painting of people in a room with a man standing next to the table,Arrest of the proprietor,Ilya Efimovich Repin
./data/676727294.jpg,Император Александр I и император Наполеон на охоте,Илья Ефимович Репин,a painting of a group of men playing a game,Emperor Alexander I and Emperor Napoleon on the hunt,Ilya Efimovich Repin
./data/266662597.jpg,На Дворцовой площади в Петербурге,Илья Ефимович Репин,a painting of people walking in the street,At the Palace Square in Petersburg,Ilya Efimovich Repin
./data/926254272.jpg,Портрет Нади Репиной,Илья Ефимович Репин,a painting of a young girl in pink dress,The portrait of Nadia Repina.,Ilya Efimovich Repin
./data/402838134.jpg,Автопортрет 2,Илья Ефимович Репин,a painting of a man with a mustache,Autoportrait 2,Ilya Efimovich Repin
./data/246777343.jpg,Академический сторож Ефимов. Около,Илья Ефимович Репин,a painting of a man with a beard,Efim's academic watchman.,Ilya Efimovich Repin
./data/122851562.jpg,В избе,Илья Ефимович Репин,a painting of a woman sitting at a table,Begin,Ilya Efimovich Repin
./data/669833374.jpg,Дон Жуан и донна Анна,Илья Ефимович Репин,a painting of a woman sitting on a bench,Don Juan and Donna Anna,Ilya Efimovich Repin
./data/803894042.jpg,Приготовление к экзамену,Илья Ефимович Репин,a woman sitting at a desk with a cat,Preparation for the examination,Ilya Efimovich Repin
./data/991046142.jpg,А. С. Пушкин на акте в Лицее 8 января 1815 года,Илья Ефимович Репин,a painting of a crowd of people in a room,A. S. Pushkin at an act in Lycea on 8 January 1815,Ilya Efimovich Repin
./data/790573120.jpg,Бельгийский король Альберт I в момент взрыва плотины во время Первой мировой войны,Илья Ефимович Репин,a painting of two men on horses,Belgian King Albert I at the time of the explosion of the dam during World War I,Ilya Efimovich Repin
./data/134304809.jpg,Иисус в терновом венце,Илья Ефимович Репин,a painting of a man with a crown on his head,Jesus is in the thorn crown.,Ilya Efimovich Repin
./data/509625244.jpg,Крестный ход в дубовом лесу. Явленная икона,Илья Ефимович Репин,a painting of people walking down the street,The godfather's way into the oak forest.,Ilya Efimovich Repin
./data/547116088.jpg,Молодой мужчина в военной форме,Илья Ефимович Репин,a painting of a man in uniform,Young man in military uniform,Ilya Efimovich Repin
./data/110025024.jpg,Монахиня,Илья Ефимович Репин,a painting of a woman in black,A nun.,Ilya Efimovich Repin
./data/263970947.jpg,На диване,Илья Ефимович Репин,a painting of a woman sitting on a couch,On the couch.,Ilya Efimovich Repin
./data/114392089.jpg,Портрет Владимира Стасова ,Илья Ефимович Репин,a painting of a man with a beard,Portrait of Vladimir Stasov,Ilya Efimovich Repin
./data/288415527.jpg,Портрет Л. П. Штейнгель,Илья Ефимович Репин,a painting of a woman in a white dress,Portrait L.P. Steingel,Ilya Efimovich Repin
./data/346093750.jpg,Портрет Наталии Борисовны Нордман,Илья Ефимович Репин,a painting of a woman in a purple dress and hat,The portrait of Natalia Borisovna Nordman,Ilya Efimovich Repin
./data/766238403.jpg,Портрет художника А. И. Куинджи,Илья Ефимович Репин,a painting of a man in a black coat,A portrait of artist A. I. Quinji,Ilya Efimovich Repin
./data/561370849.jpg,Рождество Христово,Илья Ефимович Репин,a painting of a woman holding a baby in a stable,Christmas of Christ,Ilya Efimovich Repin
./data/726824951.jpg,Тайный советник,Илья Ефимович Репин,a painting of a man in a black suit,Secret counselor,Ilya Efimovich Repin
./data/329724121.jpg,Христос в Гефсиманском саду. Конец -х,Илья Ефимович Репин,a painting of people standing in the dark,Christ in the garden of Gethsiman.,Ilya Efimovich Repin
./data/2970.jpg,Портрет отца Иоанна Цветкова,Илья Ефимович Репин,a painting of an old man with a cross,A portrait of Father John Flowerkov,Ilya Efimovich Repin
./data/687796020.jpg,Актриса Пелагея Антиповна Стрепетова ,Илья Ефимович Репин,a painting of a woman in black,Actress Pelagia Antipovna Strepetov,Ilya Efimovich Repin
./data/923013305.jpg,Березы. Солнечный день,Илья Ефимович Репин,a painting of a tree,"Berets, sunny day.",Ilya Efimovich Repin
./data/656375122.jpg,Годовой поминальный митинг у Стены коммунаров на кладбище Пер-Лашез в Париже,Илья Ефимович Репин,a painting of people walking down a street,Annual Memorial Meeting at the Wall of Communes at Per Lasche Cemetery in Paris,Ilya Efimovich Repin
./data/390368652.jpg,На террасе,Илья Ефимович Репин,a painting of people sitting on a porch,On the terrace,Ilya Efimovich Repin
./data/588314819.jpg,Портрет пианистки графини Луизы Мерси д’Аржанто,Илья Ефимович Репин,a painting of a woman in a white dress,Portrait of Countess Louise Mercy's pianist d'Arjanto,Ilya Efimovich Repin
./data/367874145.jpg,Портрет председателя Азовско -Донского коммерческого банка в Петербурге А. Б. Нентцеля,Илья Ефимович Репин,a painting of a man sitting in a chair,"Portrait by Azovko-Donsk Commercial Bank in Petersburg, A. B. Nentzel",Ilya Efimovich Repin
./data/120297241.jpg,Адмиралтейство,Илья Ефимович Репин,a painting of a river with boats in the water,Admiralty,Ilya Efimovich Repin
./data/469744873.jpg,Взятие Христа стражею,Илья Ефимович Репин,a painting of a man in a field with a fire,Taking Christ as a Watcher,Ilya Efimovich Repin
./data/197064208.jpg,Девочка с букетом ,Илья Ефимович Репин,a painting of a little girl in a field,A girl with a bouquet.,Ilya Efimovich Repin
./data/188165283.jpg,Женщина с кинжалом,Илья Ефимович Репин,a painting of a woman in a white dress,A woman with a dagger.,Ilya Efimovich Repin
./data/537338256.jpg,Мужик с дурным глазом,Илья Ефимович Репин,a painting of an old man with a beard,A man with a bad eye.,Ilya Efimovich Repin
./data/602102661.jpg,Мужская голова,Илья Ефимович Репин,selfie van goghen - selfie van goghen,Men &apos; s head,Ilya Efimovich Repin
./data/393884277.jpg,Граф Алексей Константинович Толстой ,Илья Ефимович Репин,a painting of a man with a beard sitting at a table,Count Alexey Konstantinovich Tolstoy,Ilya Efimovich Repin
./data/438790893.jpg,Портрет Владимира Васильевича Стасова,Илья Ефимович Репин,an old man with a beard and a beard,Portrait of Vladimir Vasiljevic Stasov,Ilya Efimovich Repin
